"freq","word1","word2","word3","word4"
"2","a","back","seat","to"
"2","a","back","to","back"
"2","a","bag","of","unk"
"2","a","ball","out","of"
"2","a","band","he","said"
"2","a","beautiful","day","but"
"4","a","beautiful","day","in"
"2","a","berth","in","the"
"3","a","better","chance","of"
"2","a","better","idea","of"
"2","a","better","job","of"
"2","a","better","person","and"
"2","a","big","chunk","of"
"3","a","big","fan","of"
"2","a","big","hit","in"
"5","a","big","part","of"
"2","a","big","plus","for"
"3","a","big","thank","you"
"3","a","big","thanks","to"
"2","a","bigger","dose","of"
"2","a","bill","that","will"
"3","a","bill","that","would"
"2","a","bit","more","into"
"2","a","bit","more","on"
"37","a","bit","of","a"
"3","a","bit","of","an"
"2","a","bit","of","extra"
"2","a","bit","of","pressure"
"2","a","bit","of","the"
"2","a","bit","of","time"
"3","a","bit","of","unk"
"2","a","bit","too","much"
"2","a","bit","tricky","especially"
"2","a","bit","unk","but"
"2","a","black","tailed","gull"
"2","a","book","about","the"
"2","a","book","and","go"
"2","a","book","that","good"
"4","a","book","that","is"
"2","a","boost","from","the"
"2","a","bottle","of","wine"
"2","a","branch","of","the"
"2","a","brand","new","blog"
"2","a","break","for","a"
"4","a","break","from","the"
"3","a","break","in","the"
"2","a","breath","of","fresh"
"2","a","bunch","of","different"
"2","a","bunch","of","guys"
"3","a","bunch","of","people"
"2","a","bunch","of","stuff"
"5","a","bunch","of","unk"
"2","a","business","they","are"
"2","a","by","product","of"
"2","a","call","her","and"
"2","a","call","to","the"
"2","a","career","as","a"
"2","a","case","in","which"
"3","a","case","of","the"
"2","a","cast","iron","pan"
"2","a","cease","and","desist"
"4","a","certain","type","of"
"2","a","certified","public","accountant"
"3","a","challenge","for","me"
"2","a","chance","to","do"
"2","a","chance","to","make"
"3","a","chance","to","meet"
"4","a","chance","to","play"
"2","a","chance","to","see"
"2","a","chance","to","share"
"10","a","chance","to","win"
"2","a","child","in","the"
"2","a","clash","of","kings"
"4","a","close","look","at"
"3","a","closer","look","at"
"3","a","combination","of","unk"
"2","a","comment","on","a"
"3","a","comment","on","my"
"2","a","complaint","rate","for"
"3","a","complaint","with","the"
"2","a","completely","different","person"
"2","a","conscious","effort","to"
"6","a","copy","of","the"
"3","a","copy","of","this"
"2","a","copy","of","your"
"2","a","coral","lip","in"
"2","a","couple","of","articles"
"7","a","couple","of","days"
"2","a","couple","of","emails"
"3","a","couple","of","hours"
"2","a","couple","of","minutes"
"5","a","couple","of","months"
"4","a","couple","of","my"
"2","a","couple","of","other"
"4","a","couple","of","the"
"3","a","couple","of","things"
"6","a","couple","of","unk"
"11","a","couple","of","weeks"
"8","a","couple","of","years"
"2","a","couple","times","a"
"2","a","court","of","law"
"3","a","crack","in","the"
"2","a","crown","that","will"
"5","a","cup","of","coffee"
"2","a","dance","with","dragons"
"2","a","date","and","time"
"2","a","daughter","in","law"
"2","a","day's","worth","of"
"2","a","day","after","the"
"2","a","day","and","not"
"2","a","day","before","the"
"3","a","day","in","the"
"2","a","day","like","today"
"2","a","day","of","work"
"5","a","day","or","two"
"2","a","day","that","goes"
"2","a","day","when","the"
"2","a","deal","of","the"
"3","a","decade","or","more"
"3","a","deep","breath","and"
"2","a","deeper","look","at"
"2","a","deeper","sense","of"
"2","a","degree","oven","for"
"2","a","description","of","your"
"2","a","desire","to","seek"
"2","a","difference","a","year"
"5","a","difference","in","the"
"2","a","difference","it","does"
"2","a","different","approach","to"
"4","a","different","kind","of"
"2","a","different","plan","for"
"2","a","dime","a","dozen"
"2","a","direct","link","to"
"2","a","donation","to","the"
"4","a","dozen","or","so"
"4","a","dream","come","true"
"3","a","dream","last","night"
"2","a","dream","that","i"
"3","a","fair","amount","of"
"2","a","family","of","four"
"2","a","family","of","three"
"3","a","fan","of","her"
"3","a","fan","of","the"
"2","a","far","cry","from"
"2","a","favorite","of","the"
"2","a","federal","appeals","court"
"2","a","federal","grand","jury"
"2","a","feeble","attempt","to"
"2","a","feel","for","the"
"2","a","few","books","on"
"3","a","few","days","after"
"6","a","few","days","ago"
"2","a","few","days","early"
"3","a","few","days","later"
"2","a","few","days","of"
"2","a","few","days","so"
"2","a","few","drops","of"
"2","a","few","feet","away"
"2","a","few","feet","from"
"2","a","few","hours","ago"
"4","a","few","hours","before"
"3","a","few","hours","later"
"3","a","few","in","the"
"2","a","few","minutes","ago"
"2","a","few","minutes","before"
"2","a","few","minutes","later"
"4","a","few","months","ago"
"4","a","few","months","later"
"2","a","few","months","now"
"2","a","few","more","days"
"2","a","few","more","drops"
"2","a","few","more","minutes"
"2","a","few","more","years"
"8","a","few","of","my"
"12","a","few","of","the"
"2","a","few","of","those"
"2","a","few","photos","of"
"4","a","few","pieces","of"
"4","a","few","seconds","to"
"2","a","few","short","days"
"2","a","few","that","i"
"2","a","few","things","about"
"2","a","few","things","i"
"2","a","few","things","including"
"2","a","few","things","like"
"4","a","few","things","that"
"2","a","few","times","and"
"2","a","few","times","to"
"2","a","few","unk","of"
"2","a","few","unk","unk"
"2","a","few","weeks","after"
"8","a","few","weeks","ago"
"2","a","few","weeks","before"
"3","a","few","weeks","later"
"2","a","few","weeks","we"
"17","a","few","years","ago"
"2","a","few","years","and"
"9","a","few","years","back"
"2","a","few","years","in"
"2","a","few","years","later"
"3","a","fine","line","between"
"2","a","first","for","me"
"3","a","first","round","pick"
"2","a","first","team","all"
"3","a","flat","screen","tv"
"2","a","flea","market","and"
"2","a","fly","ball","to"
"2","a","focal","point","for"
"3","a","former","federal","prosecutor"
"2","a","former","unk","who"
"2","a","founding","member","of"
"2","a","fraction","of","the"
"2","a","free","agent","and"
"2","a","free","pass","to"
"2","a","friend's","house","and"
"7","a","friend","of","mine"
"2","a","friend","of","ours"
"2","a","friend","of","the"
"3","a","full","range","of"
"2","a","full","time","position"
"2","a","fun","time","today"
"2","a","funny","thing","happened"
"2","a","gain","to","the"
"2","a","gallon","of","gasoline"
"2","a","game","high","points"
"2","a","game","when","it"
"2","a","gay","and","lesbian"
"3","a","gift","certificate","to"
"2","a","girl","with","a"
"2","a","glass","half","full"
"4","a","glass","of","wine"
"2","a","glimpse","of","the"
"2","a","good","day","in"
"3","a","good","deal","of"
"2","a","good","excuse","to"
"2","a","good","game","about"
"2","a","good","girl","and"
"2","a","good","head","on"
"8","a","good","idea","to"
"3","a","good","job","of"
"2","a","good","job","unk"
"2","a","good","neighbor","agreement"
"3","a","good","night's","sleep"
"2","a","good","night","i"
"2","a","good","one","as"
"2","a","good","one","for"
"2","a","good","one","though"
"2","a","good","opportunity","for"
"3","a","good","place","to"
"2","a","good","rest","of"
"2","a","good","source","for"
"2","a","good","source","of"
"2","a","good","thing","but"
"2","a","good","thing","i"
"2","a","good","thing","unk"
"2","a","good","time","in"
"7","a","good","time","to"
"5","a","good","way","to"
"2","a","gospel","contrary","to"
"2","a","grand","total","of"
"2","a","great","actor","love"
"2","a","great","amount","of"
"4","a","great","chance","to"
"3","a","great","day","for"
"2","a","great","day","to"
"3","a","great","deal","more"
"7","a","great","deal","of"
"2","a","great","example","of"
"6","a","great","job","of"
"2","a","great","labor","day"
"2","a","great","opportunity","to"
"2","a","great","place","for"
"5","a","great","place","to"
"2","a","great","sense","of"
"2","a","great","source","of"
"2","a","great","time","and"
"3","a","great","time","at"
"2","a","great","time","i"
"2","a","great","time","last"
"2","a","great","time","to"
"16","a","great","way","to"
"2","a","great","weekend","can't"
"2","a","greater","risk","of"
"2","a","group","of","about"
"2","a","group","of","people"
"2","a","group","that","has"
"2","a","group","that","includes"
"5","a","growing","number","of"
"2","a","gunshot","wound","to"
"3","a","guy","that","was"
"2","a","half","ago","she"
"2","a","half","dozen","times"
"2","a","hard","and","fast"
"2","a","hard","boiled","egg"
"3","a","heart","attack","should"
"3","a","heck","of","a"
"4","a","hell","of","a"
"2","a","high","concentration","of"
"2","a","high","level","of"
"2","a","high","school","diploma"
"2","a","high","school","teacher"
"2","a","high","standard","of"
"2","a","higher","rate","than"
"2","a","hit","with","the"
"3","a","hole","in","the"
"2","a","holiday","in","the"
"4","a","home","in","unk"
"2","a","home","run","and"
"2","a","home","with","pool"
"2","a","host","of","others"
"2","a","host","of","unk"
"2","a","house","full","of"
"3","a","house","in","the"
"8","a","huge","fan","of"
"2","a","i","hate","myself"
"2","a","inch","tail","at"
"2","a","jan","loss","to"
"2","a","joint","session","of"
"2","a","jump","start","on"
"2","a","k","a","the"
"2","a","key","role","in"
"3","a","kick","out","of"
"2","a","kid","out","there"
"2","a","kid","with","a"
"2","a","kind","of","unk"
"2","a","korean","war","veteran"
"3","a","lack","of","unk"
"3","a","large","amount","of"
"3","a","large","number","of"
"2","a","larger","than","life"
"2","a","launch","party","for"
"2","a","lawyer","for","the"
"2","a","lead","at","halftime"
"3","a","lead","in","the"
"3","a","leap","of","faith"
"2","a","letter","from","his"
"2","a","letter","from","the"
"5","a","letter","to","the"
"3","a","limited","number","of"
"2","a","line","in","the"
"3","a","link","to","a"
"2","a","link","to","my"
"3","a","link","to","the"
"3","a","link","to","your"
"2","a","list","of","my"
"2","a","list","of","some"
"2","a","list","of","the"
"2","a","list","of","them"
"4","a","little","bit","about"
"3","a","little","bit","but"
"2","a","little","bit","in"
"2","a","little","bit","like"
"5","a","little","bit","more"
"12","a","little","bit","of"
"2","a","little","break","in"
"2","a","little","different","than"
"2","a","little","fun","with"
"2","a","little","girl","i"
"4","a","little","goes","a"
"2","a","little","less","than"
"3","a","little","more","about"
"2","a","little","more","like"
"6","a","little","more","than"
"2","a","little","more","time"
"3","a","little","more","unk"
"2","a","little","of","the"
"3","a","little","off","the"
"2","a","little","over","an"
"3","a","little","something","to"
"3","a","little","too","far"
"3","a","little","too","late"
"3","a","little","too","much"
"5","a","little","unk","and"
"2","a","little","unk","to"
"2","a","little","unk","when"
"2","a","little","white","guy"
"2","a","little","worried","about"
"2","a","live","person","i"
"3","a","loaf","of","bread"
"2","a","long","hard","day"
"2","a","long","term","solution"
"7","a","long","time","ago"
"5","a","long","time","and"
"3","a","long","time","coming"
"5","a","long","time","i"
"3","a","long","time","since"
"2","a","long","time","that"
"3","a","long","time","unk"
"5","a","long","way","from"
"2","a","long","way","in"
"6","a","long","way","to"
"2","a","long","way","toward"
"2","a","long","weekend","of"
"2","a","long","while","ago"
"2","a","look","at","how"
"3","a","look","at","it"
"2","a","look","at","my"
"2","a","look","at","our"
"2","a","look","at","some"
"10","a","look","at","the"
"2","a","look","at","what"
"2","a","lot","better","than"
"2","a","lot","for","the"
"2","a","lot","going","on"
"2","a","lot","in","common"
"2","a","lot","like","a"
"2","a","lot","more","difficult"
"2","a","lot","more","fun"
"5","a","lot","more","than"
"4","a","lot","more","to"
"2","a","lot","of","anger"
"2","a","lot","of","big"
"3","a","lot","of","credit"
"2","a","lot","of","cynicism"
"2","a","lot","of","extra"
"2","a","lot","of","free"
"2","a","lot","of","friends"
"11","a","lot","of","fun"
"4","a","lot","of","good"
"3","a","lot","of","great"
"3","a","lot","of","hard"
"2","a","lot","of","help"
"4","a","lot","of","it"
"2","a","lot","of","malt"
"9","a","lot","of","money"
"4","a","lot","of","my"
"3","a","lot","of","new"
"4","a","lot","of","other"
"2","a","lot","of","pain"
"23","a","lot","of","people"
"2","a","lot","of","talk"
"3","a","lot","of","that"
"9","a","lot","of","the"
"6","a","lot","of","them"
"3","a","lot","of","these"
"7","a","lot","of","things"
"2","a","lot","of","this"
"14","a","lot","of","time"
"4","a","lot","of","times"
"3","a","lot","of","trouble"
"9","a","lot","of","unk"
"2","a","lot","of","us"
"3","a","lot","of","ways"
"3","a","lot","of","what"
"9","a","lot","of","work"
"2","a","lot","of","your"
"2","a","lot","on","my"
"2","a","lot","to","do"
"2","a","lot","to","learn"
"2","a","lot","to","us"
"3","a","love","hate","relationship"
"2","a","lower","body","injury"
"2","a","lower","f","number"
"3","a","m","and","p"
"5","a","m","p","m"
"21","a","m","to","p"
"2","a","magnetic","resonance","imaging"
"2","a","major","part","of"
"2","a","major","role","in"
"2","a","majority","of","other"
"4","a","majority","of","the"
"2","a","man","a","unk"
"4","a","man","and","a"
"3","a","man","in","a"
"2","a","man","in","his"
"2","a","man","who","had"
"2","a","man","who","has"
"2","a","man","who","was"
"4","a","man","with","a"
"2","a","manager","at","the"
"2","a","map","of","the"
"2","a","mash","up","of"
"2","a","massive","heart","attack"
"3","a","master's","degree","in"
"2","a","match","made","in"
"2","a","matter","of","time"
"2","a","matter","of","weeks"
"2","a","means","for","sites"
"3","a","member","of","a"
"17","a","member","of","the"
"2","a","menu","that","reads"
"2","a","merger","with","unk"
"2","a","merry","christmas","and"
"2","a","message","from","the"
"2","a","method","to","the"
"2","a","mi","run","with"
"2","a","middle","of","the"
"5","a","minute","or","two"
"2","a","mission","to","downsize"
"2","a","mission","to","get"
"2","a","moment","in","the"
"2","a","month","ago","but"
"2","a","month","and","a"
"5","a","month","or","so"
"2","a","mother","of","two"
"2","a","movie","like","this"
"2","a","movie","that","will"
"2","a","movie","with","the"
"2","a","muc","a","muc"
"2","a","much","more","unk"
"2","a","mural","for","them"
"2","a","narrow","strip","of"
"2","a","necessary","step","in"
"2","a","need","for","more"
"2","a","new","contract","with"
"2","a","new","edition","of"
"4","a","new","era","of"
"2","a","new","generation","of"
"2","a","new","job","for"
"2","a","new","job","on"
"2","a","new","kind","of"
"2","a","new","one","lol"
"4","a","new","pair","of"
"2","a","new","report","shows"
"2","a","new","set","of"
"2","a","new","style","for"
"2","a","new","three","year"
"2","a","new","version","of"
"2","a","new","wave","of"
"2","a","new","way","to"
"2","a","new","year's","eve"
"2","a","news","release","from"
"2","a","news","release","issued"
"2","a","nice","addition","to"
"2","a","night","in","jail"
"2","a","night","or","two"
"2","a","number","of","factors"
"2","a","number","of","local"
"2","a","number","of","other"
"2","a","number","of","the"
"2","a","number","of","very"
"2","a","number","of","ways"
"3","a","number","of","years"
"2","a","one","of","akind"
"2","a","one","size","fits"
"2","a","one","term","president"
"3","a","pain","in","the"
"10","a","pair","of","unk"
"2","a","panel","of","teachers"
"2","a","parachute","to","unk"
"2","a","part","of","it"
"2","a","part","of","my"
"4","a","part","of","our"
"2","a","part","of","that"
"8","a","part","of","the"
"3","a","part","of","this"
"2","a","part","of","unk"
"2","a","part","of","your"
"3","a","part","time","job"
"2","a","participant","in","the"
"2","a","percent","decrease","in"
"2","a","percent","discount","on"
"4","a","percent","drop","in"
"5","a","percent","increase","in"
"2","a","percent","rise","at"
"2","a","percent","stake","in"
"2","a","perfect","example","of"
"2","a","person","familiar","with"
"2","a","person","of","interest"
"2","a","person","who","is"
"3","a","photo","of","a"
"3","a","photo","of","the"
"4","a","picture","of","a"
"2","a","picture","of","her"
"2","a","picture","of","it"
"3","a","picture","of","me"
"2","a","picture","of","one"
"2","a","picture","of","the"
"2","a","picture","of","unk"
"2","a","piece","of","light"
"2","a","piece","of","my"
"3","a","piece","of","paper"
"3","a","piece","of","the"
"2","a","piece","of","unk"
"2","a","place","on","a"
"2","a","place","on","the"
"2","a","place","that","is"
"2","a","place","to","crash"
"2","a","plate","of","unk"
"2","a","point","in","the"
"2","a","police","news","release"
"2","a","police","report","and"
"2","a","poor","man's","unk"
"2","a","pop","culture","reference"
"3","a","portion","of","the"
"2","a","practice","squad","player"
"2","a","pre","super","bowl"
"2","a","present","for","me"
"2","a","press","conference","in"
"4","a","pretty","good","job"
"4","a","prime","example","of"
"2","a","problem","with","the"
"2","a","product","that","is"
"2","a","professor","of","unk"
"2","a","property","tax","increase"
"3","a","proposal","that","would"
"2","a","proposal","to","allow"
"2","a","pulitzer","prize","for"
"2","a","q","a","with"
"6","a","quarter","of","the"
"2","a","range","of","methods"
"2","a","real","estate","agent"
"2","a","really","bad","habit"
"2","a","really","good","job"
"2","a","really","long","time"
"2","a","really","nice","feeling"
"2","a","reason","for","that"
"2","a","reasonable","amount","of"
"2","a","recent","interview","at"
"2","a","recent","quinnipiac","university"
"2","a","recent","visit","to"
"2","a","recording","of","the"
"2","a","reflection","of","a"
"3","a","reflection","of","the"
"2","a","relationship","with","a"
"2","a","reminder","of","how"
"2","a","reminder","that","i"
"2","a","request","for","comment"
"2","a","requirement","to","purchase"
"3","a","resident","of","the"
"2","a","response","from","the"
"2","a","restaurant","in","the"
"2","a","restricted","free","agent"
"7","a","result","of","the"
"2","a","result","of","unk"
"2","a","review","of","the"
"4","a","room","full","of"
"2","a","sack","of","ingram"
"2","a","safe","bet","that"
"2","a","safe","trip","home"
"2","a","sales","tax","increase"
"2","a","sample","of","the"
"2","a","school","social","worker"
"2","a","season","ticket","holder"
"3","a","seat","on","the"
"2","a","second","chance","with"
"2","a","second","time","and"
"2","a","section","of","the"
"2","a","security","checkpoint","that"
"2","a","sense","of","calm"
"2","a","sense","of","security"
"2","a","sense","of","the"
"3","a","sense","of","unk"
"2","a","sense","of","urgency"
"2","a","sentence","around","my"
"2","a","series","of","measures"
"4","a","series","of","unk"
"2","a","serious","head","injury"
"2","a","set","of","tools"
"3","a","seven","year","old"
"2","a","share","in","the"
"2","a","share","of","the"
"2","a","shopping","spree","to"
"2","a","short","time","later"
"3","a","shot","at","the"
"2","a","shout","out","to"
"2","a","show","at","the"
"2","a","sign","of","a"
"2","a","significant","amount","of"
"2","a","significant","chunk","of"
"2","a","significant","number","of"
"4","a","significant","part","of"
"2","a","significant","reduction","in"
"2","a","situation","right","now"
"2","a","six","pack","of"
"2","a","sixth","casino","in"
"2","a","size","with","a"
"2","a","slight","unk","to"
"2","a","small","amount","of"
"2","a","small","group","of"
"3","a","small","handful","of"
"2","a","small","number","of"
"5","a","small","part","of"
"2","a","small","town","in"
"2","a","small","unk","in"
"2","a","smile","and","get"
"2","a","spokesman","for","gov"
"2","a","spokesman","for","house"
"2","a","spokesman","for","mr"
"7","a","spokesman","for","the"
"2","a","spokesman","for","unk"
"4","a","spokeswoman","for","the"
"4","a","spot","on","the"
"2","a","st","louis","native"
"3","a","state","constitutional","amendment"
"2","a","state","of","mind"
"2","a","state","of","unk"
"2","a","statement","about","the"
"2","a","statement","on","the"
"2","a","statement","released","by"
"3","a","stay","at","home"
"3","a","steady","stream","of"
"2","a","step","by","step"
"2","a","step","in","the"
"2","a","stint","with","the"
"2","a","stop","sign","in"
"2","a","storm","of","swords"
"2","a","story","about","the"
"2","a","story","for","you"
"2","a","stretch","to","say"
"4","a","study","by","the"
"2","a","substantial","amount","of"
"2","a","sudden","the","unk"
"2","a","suggested","donation","of"
"2","a","super","bowl","party"
"2","a","supervision","on","a"
"2","a","surprise","to","me"
"2","a","swimsuit","those","who"
"2","a","symbol","of","all"
"4","a","symbol","of","the"
"2","a","t","shirt","and"
"2","a","tank","of","gas"
"2","a","task","force","to"
"3","a","taste","of","the"
"2","a","team","of","engineers"
"2","a","team","of","five"
"2","a","team","of","girls"
"2","a","team","of","unk"
"3","a","ten","year","old"
"2","a","testament","to","a"
"2","a","thorn","in","the"
"2","a","three","night","stay"
"2","a","three","pointer","and"
"2","a","three","run","homer"
"2","a","three","way","tie"
"2","a","time","when","it"
"2","a","time","when","there"
"2","a","tiny","hint","of"
"2","a","to","make","it"
"2","a","ton","of","great"
"2","a","toothpick","inserted","in"
"2","a","top","five","pick"
"4","a","total","of","million"
"2","a","tour","of","his"
"5","a","tour","of","the"
"2","a","town","hall","meeting"
"2","a","tree","unk","and"
"4","a","trip","to","the"
"2","a","trip","up","to"
"2","a","true","freshman","in"
"2","a","two","game","winning"
"2","a","two","hour","delay"
"4","a","two","run","homer"
"2","a","u","s","official"
"2","a","unk","a","unk"
"9","a","unk","and","a"
"4","a","unk","and","i"
"2","a","unk","and","the"
"2","a","unk","and","yet"
"2","a","unk","at","the"
"2","a","unk","at","what"
"4","a","unk","but","i"
"2","a","unk","but","it"
"2","a","unk","but","it's"
"2","a","unk","conservative","a"
"2","a","unk","critic","of"
"2","a","unk","for","me"
"6","a","unk","for","the"
"3","a","unk","for","unk"
"2","a","unk","for","your"
"2","a","unk","from","a"
"3","a","unk","from","the"
"2","a","unk","how","bout"
"2","a","unk","i","would"
"5","a","unk","in","a"
"5","a","unk","in","the"
"2","a","unk","it's","not"
"2","a","unk","it","is"
"2","a","unk","it","was"
"2","a","unk","kind","of"
"2","a","unk","little","unk"
"3","a","unk","of","a"
"2","a","unk","of","commercial"
"9","a","unk","of","the"
"8","a","unk","of","unk"
"5","a","unk","on","the"
"4","a","unk","or","a"
"2","a","unk","or","unk"
"3","a","unk","pair","of"
"2","a","unk","than","a"
"2","a","unk","that","is"
"2","a","unk","that","unk"
"2","a","unk","this","morning"
"3","a","unk","to","the"
"3","a","unk","trying","to"
"5","a","unk","unk","and"
"2","a","unk","unk","i"
"3","a","unk","unk","in"
"4","a","unk","unk","of"
"2","a","unk","unk","that"
"6","a","unk","unk","unk"
"2","a","unk","version","of"
"2","a","unk","where","i"
"3","a","unk","which","is"
"2","a","unk","who","knows"
"2","a","unk","why","not"
"3","a","unk","with","a"
"2","a","unk","with","the"
"2","a","unk","with","unk"
"2","a","unk","you","are"
"3","a","vague","sense","of"
"2","a","valuable","asset","to"
"2","a","variety","of","issues"
"2","a","variety","of","races"
"3","a","variety","of","unk"
"2","a","very","clear","choice"
"2","a","very","good","friend"
"3","a","very","good","idea"
"2","a","very","good","point"
"2","a","very","good","thing"
"2","a","very","happy","new"
"3","a","very","long","time"
"2","a","very","simple","but"
"2","a","very","very","important"
"2","a","very","young","age"
"2","a","video","of","the"
"8","a","visit","to","the"
"2","a","vote","in","the"
"2","a","waiting","list","for"
"2","a","walk","on","the"
"2","a","waste","of","my"
"4","a","waste","of","time"
"2","a","way","of","life"
"2","a","way","of","unk"
"2","a","way","that","is"
"3","a","way","that","would"
"3","a","way","to","get"
"2","a","way","to","help"
"3","a","way","to","make"
"3","a","way","to","unk"
"2","a","week","after","the"
"2","a","week","ago","that"
"3","a","week","and","a"
"2","a","week","and","i"
"2","a","week","and","if"
"2","a","week","from","to"
"5","a","week","or","so"
"3","a","week","or","two"
"2","a","weekend","in","the"
"2","a","while","is","that"
"2","a","while","keep","it"
"2","a","while","longer","the"
"6","a","while","since","i"
"2","a","while","since","we"
"2","a","while","so","happy"
"2","a","white","man","and"
"2","a","white","t","shirt"
"3","a","whole","bunch","of"
"2","a","whole","day","in"
"2","a","whole","lot","more"
"8","a","whole","lot","of"
"2","a","wide","array","of"
"3","a","wide","range","of"
"6","a","wide","variety","of"
"2","a","will","there's","a"
"2","a","win","for","the"
"3","a","win","over","the"
"2","a","winter's","night","a"
"2","a","woman","as","a"
"3","a","woman","in","her"
"2","a","woman","is","the"
"2","a","woman","who","was"
"3","a","wonderful","day","and"
"2","a","wonderful","day","today"
"2","a","work","in","progress"
"2","a","work","of","art"
"2","a","world","that","is"
"2","a","year","ago","after"
"4","a","year","ago","and"
"5","a","year","and","a"
"2","a","year","and","ahalf"
"2","a","year","are","killed"
"2","a","year","old","man"
"2","a","yet","to","be"
"2","a","young","white","man"
"2","a","youth","i","was"
"2","able","to","be","there"
"2","able","to","buy","the"
"2","able","to","control","the"
"2","able","to","cope","with"
"2","able","to","define","exactly"
"2","able","to","do","it"
"2","able","to","do","so"
"4","able","to","do","that"
"2","able","to","do","things"
"2","able","to","do","unk"
"2","able","to","download","the"
"3","able","to","find","the"
"2","able","to","get","out"
"2","able","to","join","us"
"2","able","to","make","a"
"3","able","to","make","it"
"2","able","to","put","it"
"2","able","to","return","to"
"6","able","to","see","the"
"2","able","to","unk","and"
"2","able","to","watch","the"
"2","about","a","m","and"
"3","about","a","month","ago"
"2","about","a","week","after"
"2","about","a","year","and"
"2","about","all","of","the"
"2","about","an","hour","or"
"3","about","an","hour","the"
"2","about","an","incident","involving"
"2","about","being","there","when"
"2","about","billion","a","year"
"2","about","billion","in","federal"
"2","about","billion","per","year"
"2","about","billion","worth","of"
"2","about","calories","a","day"
"2","about","going","to","unk"
"2","about","half","the","size"
"2","about","his","devotion","to"
"2","about","his","new","book"
"3","about","how","much","i"
"2","about","how","much","you"
"2","about","how","we","got"
"2","about","it","every","time"
"2","about","it","i'm","not"
"2","about","it","in","my"
"2","about","it","in","the"
"2","about","it","so","i"
"2","about","learning","how","to"
"2","about","miles","northwest","of"
"2","about","miles","west","of"
"2","about","minutes","depending","on"
"3","about","minutes","or","until"
"2","about","one","of","the"
"2","about","one","third","of"
"2","about","p","m","a"
"2","about","p","m","in"
"2","about","p","m","on"
"2","about","p","m","that"
"3","about","p","m","when"
"9","about","percent","of","the"
"2","about","percent","of","their"
"2","about","some","of","the"
"2","about","that","too","i"
"2","about","the","dark","side"
"2","about","the","death","of"
"3","about","the","effects","of"
"2","about","the","fact","that"
"2","about","the","future","of"
"3","about","the","history","of"
"3","about","the","importance","of"
"2","about","the","past","of"
"3","about","the","possibility","of"
"2","about","the","rest","of"
"2","about","the","same","amount"
"3","about","the","same","time"
"5","about","the","size","of"
"2","about","the","state","of"
"3","about","the","unk","and"
"6","about","the","unk","of"
"2","about","the","way","that"
"2","about","this","giveaway","and"
"2","about","this","is","that"
"2","about","three","weeks","ago"
"3","about","to","be","a"
"2","about","to","be","unk"
"2","about","to","die","in"
"2","about","to","enter","a"
"2","about","to","get","a"
"2","about","to","get","it"
"2","about","to","make","me"
"2","about","to","make","the"
"2","about","to","step","into"
"3","about","two","thirds","of"
"2","about","two","years","ago"
"2","about","unk","and","the"
"3","about","unk","and","unk"
"2","about","unk","is","that"
"2","about","where","you","take"
"2","about","whether","or","not"
"2","about","you","but","i"
"2","accept","me","for","who"
"3","accept","the","fact","that"
"2","accept","you","for","who"
"2","access","to","the","region's"
"2","accordance","with","the","scriptures"
"3","according","to","a","new"
"2","according","to","a","news"
"3","according","to","a","police"
"2","according","to","a","press"
"2","according","to","a","report"
"2","according","to","a","statement"
"3","according","to","a","study"
"2","according","to","an","affidavit"
"5","according","to","court","documents"
"2","according","to","court","papers"
"3","according","to","david","unk"
"2","according","to","his","purpose"
"2","according","to","police","records"
"2","according","to","studio","estimates"
"2","according","to","the","american"
"2","according","to","the","associated"
"2","according","to","the","charges"
"4","according","to","the","national"
"2","according","to","the","new"
"6","according","to","the","report"
"2","according","to","the","study"
"4","according","to","the","unk"
"2","according","to","unk","and"
"2","according","to","unk","com"
"3","according","to","unk","the"
"2","according","to","unk","unk"
"2","accounting","aid","society","in"
"2","accounts","for","percent","of"
"2","across","the","country","are"
"2","across","the","country","to"
"2","across","the","country","we"
"2","across","the","face","with"
"2","across","the","globe","unk"
"2","across","the","state","in"
"4","across","the","street","from"
"2","across","the","street","to"
"2","across","the","united","states"
"2","act","as","if","what"
"2","act","but","a","habit"
"3","act","like","you","don't"
"2","action","on","smoking","and"
"2","actually","a","lot","of"
"2","actually","clone","a","beer"
"2","actually","i","just","went"
"2","actually","looking","forward","to"
"2","actually","looks","like","a"
"2","adapted","from","a","recipe"
"2","add","a","few","more"
"2","add","to","my","unk"
"2","add","to","the","list"
"2","add","up","to","a"
"2","added","or","percent","to"
"2","added","that","in","the"
"2","added","to","my","disillusionment"
"2","adding","million","new","jobs"
"2","administered","only","once","a"
"2","admission","is","free","and"
"2","admit","that","i","have"
"2","admit","that","i","was"
"3","adults","will","have","earned"
"2","advantage","that","can","be"
"2","advertising","and","linking","to"
"2","advertising","fees","by","advertising"
"2","advice","do","you","have"
"2","advice","on","how","to"
"2","advisor","sales","and","unk"
"2","afford","to","live","in"
"2","after","a","bit","of"
"2","after","a","few","more"
"3","after","a","few","seconds"
"2","after","a","loss","to"
"2","after","a","week","of"
"3","after","about","an","hour"
"2","after","all","of","this"
"4","after","all","these","years"
"3","after","all","this","is"
"2","after","all","this","time"
"2","after","an","hour","of"
"2","after","being","pulled","from"
"2","after","being","shot","in"
"2","after","i","finished","the"
"2","after","i","got","to"
"2","after","i","left","and"
"2","after","more","than","years"
"2","after","reading","it","i"
